25210.0, {'247379907': 622.0, '252017285': 9.0, '256201389': 0, '26110729': 192.0, '280120513': 0, '32319828': 0, '62426694': 34.0, 'cluster_1098574052_1098574061_247379905': 353.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26650.0, {'247379907': -60.0, '252017285': 64.0, '256201389': 0, '26110729': -129.0, '280120513': -48.0, '32319828': -9.0, '62426694': 41.0, 'cluster_1098574052_1098574061_247379905': -83.0}, {'247379907': 5, '252017285': 7, '256201389': 0, '26110729': 31, '280120513': 5, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 6, '252017285': 7, '256201389': 0, '26110729': 67, '280120513': 6, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, 
26660.0, {'247379907': -60.0, '252017285': 29.0, '256201389': 0, '26110729': 297.0, '280120513': -74.0, '32319828': -37.0, '62426694': 22.0, 'cluster_1098574052_1098574061_247379905': -100.0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 32, '280120513': 7, '32319828': 5, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 6, '252017285': 4, '256201389': 0, '26110729': 65, '280120513': 8, '32319828': 5, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
26670.0, {'247379907': 368.0, '252017285': 89.0, '256201389': 0, '26110729': 357.0, '280120513': -59.0, '32319828': 31.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -108.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 7, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 62, '280120513': 7, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26680.0, {'247379907': -26.0, '252017285': 7.0, '256201389': 0, '26110729': 343.0, '280120513': -70.0, '32319828': 15.0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': 175.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 57, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26690.0, {'247379907': -52.0, '252017285': 0, '256201389': 0, '26110729': 964.0, '280120513': -75.0, '32319828': 0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 51, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26700.0, {'247379907': -60.0, '252017285': 0, '256201389': 0, '26110729': -529.0, '280120513': -80.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -85.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 54, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
26710.0, {'247379907': 233.0, '252017285': 0, '256201389': 0, '26110729': -540.0, '280120513': -80.0, '32319828': 0, '62426694': 12.0, 'cluster_1098574052_1098574061_247379905': -100.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 54, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, 
26720.0, {'247379907': -17.0, '252017285': -8.0, '256201389': 0, '26110729': -33.0, '280120513': 304.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -100.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 5, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 54, '280120513': 5, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, 
26730.0, {'247379907': -20.0, '252017285': -19.0, '256201389': 0, '26110729': 379.0, '280120513': -50.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -102.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 23, '280120513': 5, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 54, '280120513': 5, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, 
26740.0, {'247379907': -20.0, '252017285': -46.0, '256201389': 0, '26110729': 1191.0, '280120513': 289.0, '32319828': 0, '62426694': 43.0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 5, '256201389': 0, '26110729': 51, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26750.0, {'247379907': -31.0, '252017285': -58.0, '256201389': 0, '26110729': -173.0, '280120513': -23.0, '32319828': -1.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 26, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 4, '252017285': 6, '256201389': 0, '26110729': 51, '280120513': 3, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26760.0, {'247379907': -27.0, '252017285': -74.0, '256201389': 0, '26110729': 2329.0, '280120513': 162.0, '32319828': 1.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 3, '252017285': 6, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 3, '252017285': 8, '256201389': 0, '26110729': 43, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26770.0, {'247379907': -32.0, '252017285': -83.0, '256201389': 0, '26110729': 803.0, '280120513': 0, '32319828': 0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': 411.0}, {'247379907': 4, '252017285': 6, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 4, '252017285': 9, '256201389': 0, '26110729': 39, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26780.0, {'247379907': -63.0, '252017285': -96.0, '256201389': 0, '26110729': -390.0, '280120513': 0, '32319828': 0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 6, '252017285': 7, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 7, '252017285': 10, '256201389': 0, '26110729': 39, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26790.0, {'247379907': -55.0, '252017285': -101.0, '256201389': 0, '26110729': 194.0, '280120513': -7.0, '32319828': 0, '62426694': 4.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 7, '252017285': 7, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 7, '252017285': 11, '256201389': 0, '26110729': 41, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26800.0, {'247379907': -70.0, '252017285': -113.0, '256201389': 0, '26110729': 626.0, '280120513': -13.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 7, '252017285': 7, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 7, '252017285': 12, '256201389': 0, '26110729': 40, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
26810.0, {'247379907': 219.0, '252017285': 227.0, '256201389': 0, '26110729': 71.0, '280120513': -20.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -88.0}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 5, '252017285': 9, '256201389': 0, '26110729': 38, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
26820.0, {'247379907': -65.0, '252017285': -79.0, '256201389': 0, '26110729': -187.0, '280120513': 3.0, '32319828': 0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 31, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 7, '252017285': 9, '256201389': 0, '26110729': 36, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
26830.0, {'247379907': -95.0, '252017285': 244.0, '256201389': 0, '26110729': 476.0, '280120513': -14.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 7, '252017285': 3, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 10, '252017285': 6, '256201389': 0, '26110729': 34, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
26840.0, {'247379907': -100.0, '252017285': 159.0, '256201389': 0, '26110729': -190.0, '280120513': -23.0, '32319828': 0, '62426694': 18.0, 'cluster_1098574052_1098574061_247379905': 548.0}, {'247379907': 7, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 10, '252017285': 3, '256201389': 0, '26110729': 29, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
26850.0, {'247379907': 2.0, '252017285': -5.0, '256201389': 0, '26110729': -297.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -56.0}, {'247379907': 7, '252017285': 5, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 7, '252017285': 5, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
26860.0, {'247379907': -70.0, '252017285': -75.0, '256201389': 0, '26110729': -256.0, '280120513': -36.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -85.0}, {'247379907': 7, '252017285': 9, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 7, '252017285': 9, '256201389': 0, '26110729': 30, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26870.0, {'247379907': -79.0, '252017285': 17.0, '256201389': 0, '26110729': -316.0, '280120513': -43.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -126.0}, {'247379907': 8, '252017285': 6, '256201389': 0, '26110729': 30, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 8, '252017285': 6, '256201389': 0, '26110729': 34, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, 
26880.0, {'247379907': -83.0, '252017285': -60.0, '256201389': 0, '26110729': 376.0, '280120513': 170.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 486.0}, {'247379907': 8, '252017285': 6, '256201389': 0, '26110729': 29, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 9, '252017285': 6, '256201389': 0, '26110729': 33, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
26890.0, {'247379907': 259.0, '252017285': 58.0, '256201389': 0, '26110729': -283.0, '280120513': -10.0, '32319828': 0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': -102.0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 32, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 7, '252017285': 4, '256201389': 0, '26110729': 33, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, 
26900.0, {'247379907': 132.0, '252017285': 112.0, '256201389': 0, '26110729': -298.0, '280120513': 23.0, '32319828': 0, '62426694': 7.0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
26910.0, {'247379907': 143.0, '252017285': 0, '256201389': 0, '26110729': 471.0, '280120513': 0, '32319828': 0, '62426694': -5.0, 'cluster_1098574052_1098574061_247379905': 360.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, 
26920.0, {'247379907': -107.0, '252017285': -6.0, '256201389': 0, '26110729': -328.0, '280120513': 0, '32319828': 0, '62426694': -12.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
26930.0, {'247379907': -156.0, '252017285': 6.0, '256201389': 0, '26110729': 421.0, '280120513': 0, '32319828': 0, '62426694': -23.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, 
26940.0, {'247379907': -171.0, '252017285': -5.0, '256201389': 0, '26110729': -182.0, '280120513': 0, '32319828': 0, '62426694': -33.0, 'cluster_1098574052_1098574061_247379905': -137.0}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 20, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 15}, 
26950.0, {'247379907': -209.0, '252017285': -10.0, '256201389': 0, '26110729': -280.0, '280120513': 0, '32319828': 0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': 140.0}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 21, '252017285': 1, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
26960.0, {'247379907': 294.0, '252017285': -10.0, '256201389': 0, '26110729': 430.0, '280120513': 0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
26970.0, {'247379907': -130.0, '252017285': 19.0, '256201389': 0, '26110729': -10.0, '280120513': 0, '32319828': 0, '62426694': 96.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, 
26980.0, {'247379907': 224.0, '252017285': -10.0, '256201389': 0, '26110729': -258.0, '280120513': 0, '32319828': 0, '62426694': 1.0, 'cluster_1098574052_1098574061_247379905': -144.0}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26990.0, {'247379907': -128.0, '252017285': 16.0, '256201389': 0, '26110729': -309.0, '280120513': 0, '32319828': -2.0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 14, '252017285': 0, '256201389': 0, '26110729': 31, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
27000.0, {'247379907': -170.0, '252017285': -3.0, '256201389': 0, '26110729': 457.0, '280120513': 0, '32319828': 2.0, '62426694': 7.0, 'cluster_1098574052_1098574061_247379905': 273.0}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 19, '252017285': 2, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
