25210.0, {'247379907': 798.0, '252017285': 16.0, '256201389': 0, '26110729': 2822.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
26650.0, {'247379907': -10.0, '252017285': 94.0, '256201389': 0, '26110729': -290.0, '280120513': -40.0, '32319828': -8.0, '62426694': 101.0, 'cluster_1098574052_1098574061_247379905': -148.0}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 17, '280120513': 4, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 1, '252017285': 7, '256201389': 0, '26110729': 30, '280120513': 4, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, 
26660.0, {'247379907': -10.0, '252017285': 226.0, '256201389': 0, '26110729': -9.0, '280120513': -59.0, '32319828': 8.0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': -201.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 14, '280120513': 7, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 28, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 22}, 
26670.0, {'247379907': -16.0, '252017285': -28.0, '256201389': 0, '26110729': 225.0, '280120513': -84.0, '32319828': -14.0, '62426694': 7.0, 'cluster_1098574052_1098574061_247379905': 931.0}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 11, '280120513': 7, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 23, '280120513': 9, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
26680.0, {'247379907': -26.0, '252017285': -66.0, '256201389': 0, '26110729': 658.0, '280120513': -71.0, '32319828': 14.0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': 54.0}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 8, '280120513': 9, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 15, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26690.0, {'247379907': -30.0, '252017285': -70.0, '256201389': 0, '26110729': 510.0, '280120513': -106.0, '32319828': 0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 4, '280120513': 10, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 3, '252017285': 7, '256201389': 0, '26110729': 11, '280120513': 11, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26700.0, {'247379907': 109.0, '252017285': -70.0, '256201389': 0, '26110729': 243.0, '280120513': -123.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -170.0}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 3, '280120513': 11, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 7, '256201389': 0, '26110729': 8, '280120513': 13, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, 
26710.0, {'247379907': -21.0, '252017285': -73.0, '256201389': 0, '26110729': -58.0, '280120513': 277.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 2, '252017285': 8, '256201389': 0, '26110729': 3, '280120513': 11, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 3, '252017285': 8, '256201389': 0, '26110729': 7, '280120513': 11, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, 
26720.0, {'247379907': 21.0, '252017285': 190.0, '256201389': 0, '26110729': 257.0, '280120513': -69.0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': 1026.0}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 4, '280120513': 8, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 5, '256201389': 0, '26110729': 4, '280120513': 8, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
26730.0, {'247379907': 0, '252017285': 212.0, '256201389': 0, '26110729': -73.0, '280120513': -88.0, '32319828': 0, '62426694': -17.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 10, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 10, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, 
26740.0, {'247379907': 0, '252017285': -2.0, '256201389': 0, '26110729': -139.0, '280120513': -110.0, '32319828': -5.0, '62426694': -35.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 11, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 11, '32319828': 1, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 12}, 
26750.0, {'247379907': -6.0, '252017285': -18.0, '256201389': 0, '26110729': -160.0, '280120513': 216.0, '32319828': -15.0, '62426694': -48.0, 'cluster_1098574052_1098574061_247379905': -135.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 15, '280120513': 8, '32319828': 2, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 16, '280120513': 8, '32319828': 3, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 15}, 
26760.0, {'247379907': -20.0, '252017285': -30.0, '256201389': 0, '26110729': 63.0, '280120513': 328.0, '32319828': -35.0, '62426694': -57.0, 'cluster_1098574052_1098574061_247379905': -155.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 12, '280120513': 3, '32319828': 2, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 12, '280120513': 3, '32319828': 4, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 16}, 
26770.0, {'247379907': 26.0, '252017285': 49.0, '256201389': 0, '26110729': -19.0, '280120513': 15.0, '32319828': 55.0, '62426694': 87.0, 'cluster_1098574052_1098574061_247379905': -160.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 10, '280120513': 2, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 10, '280120513': 2, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 16}, 
26780.0, {'247379907': 0, '252017285': 1.0, '256201389': 0, '26110729': -113.0, '280120513': 83.0, '32319828': 0, '62426694': 76.0, 'cluster_1098574052_1098574061_247379905': 504.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
26790.0, {'247379907': 0, '252017285': -5.0, '256201389': 0, '26110729': -173.0, '280120513': -16.0, '32319828': 0, '62426694': -37.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 10, '280120513': 4, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 21, '280120513': 4, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 12}, 
26800.0, {'247379907': -9.0, '252017285': -26.0, '256201389': 0, '26110729': -218.0, '280120513': -40.0, '32319828': 0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': -121.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 10, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 22, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 13}, 
26810.0, {'247379907': -7.0, '252017285': -30.0, '256201389': 0, '26110729': 128.0, '280120513': 34.0, '32319828': 0, '62426694': 51.0, 'cluster_1098574052_1098574061_247379905': -143.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 19, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26820.0, {'247379907': -12.0, '252017285': 61.0, '256201389': 0, '26110729': -17.0, '280120513': -19.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26830.0, {'247379907': -30.0, '252017285': 0, '256201389': 0, '26110729': 154.0, '280120513': -50.0, '32319828': 0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 6, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26840.0, {'247379907': -33.0, '252017285': 0, '256201389': 0, '26110729': -183.0, '280120513': -60.0, '32319828': 0, '62426694': 3.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26850.0, {'247379907': -38.0, '252017285': -6.0, '256201389': 0, '26110729': 30.0, '280120513': 99.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 14, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 19, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26860.0, {'247379907': -49.0, '252017285': 3.0, '256201389': 0, '26110729': -108.0, '280120513': 20.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 14, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 6, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26870.0, {'247379907': 130.0, '252017285': -10.0, '256201389': 0, '26110729': -177.0, '280120513': -14.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 19, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26880.0, {'247379907': -30.0, '252017285': 10.0, '256201389': 0, '26110729': -178.0, '280120513': -43.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26890.0, {'247379907': 78.0, '252017285': -10.0, '256201389': 0, '26110729': -180.0, '280120513': 53.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26900.0, {'247379907': -2.0, '252017285': -10.0, '256201389': 0, '26110729': -194.0, '280120513': 2.0, '32319828': -6.0, '62426694': -2.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 1, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26910.0, {'247379907': -42.0, '252017285': 23.0, '256201389': 0, '26110729': -211.0, '280120513': -16.0, '32319828': 6.0, '62426694': -27.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 3, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 15}, 
26920.0, {'247379907': -92.0, '252017285': 0, '256201389': 0, '26110729': -235.0, '280120513': 24.0, '32319828': 0, '62426694': 15.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
26930.0, {'247379907': -95.0, '252017285': 0, '256201389': 0, '26110729': -244.0, '280120513': 26.0, '32319828': 0, '62426694': 14.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26940.0, {'247379907': -84.0, '252017285': 0, '256201389': 0, '26110729': 632.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 706.0}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
26950.0, {'247379907': -167.0, '252017285': 0, '256201389': 0, '26110729': -242.0, '280120513': -3.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -133.0}, {'247379907': 8, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 17, '252017285': 0, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, 
26960.0, {'247379907': 172.0, '252017285': -21.0, '256201389': 0, '26110729': -266.0, '280120513': -11.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -99.0}, {'247379907': 5, '252017285': 4, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 10, '252017285': 4, '256201389': 0, '26110729': 28, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
26970.0, {'247379907': 310.0, '252017285': -55.0, '256201389': 0, '26110729': -263.0, '280120513': 3.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -141.0}, {'247379907': 0, '252017285': 6, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 0, '252017285': 6, '256201389': 0, '26110729': 28, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
26980.0, {'247379907': -3.0, '252017285': 19.0, '256201389': 0, '26110729': 256.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 785.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 2, '252017285': 3, '256201389': 0, '26110729': 30, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
26990.0, {'247379907': -30.0, '252017285': 57.0, '256201389': 0, '26110729': 439.0, '280120513': 20.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1442.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 39, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27000.0, {'247379907': -54.0, '252017285': -2.0, '256201389': 0, '26110729': -97.0, '280120513': 1.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 610.0}, {'247379907': 4, '252017285': 1, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 34, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
27010.0, {'247379907': -96.0, '252017285': -10.0, '256201389': 0, '26110729': -340.0, '280120513': 0, '32319828': 0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': 35.0}, {'247379907': 6, '252017285': 3, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 34, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 0}, 
